id,versions,displayName,abbreviation
3546,"[{'id': 3840, 'md5': '46ee7db0d4c3d4b77512ee1db6f10ae1', 'sha1': '1aa1e36483d766ece1e8a72409bf12397ff262d6', 'name': 'Blades of Steel (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 3841, 'md5': '037DC690F70FC8F59504F38EB3B02A1A', 'sha1': '6519882612BA8D69DC6F580C9DB4DC0DF7FD8C56', 'name': 'Blades of Steel (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Blades of Steel,nes-blades-of-steel
3548,"[{'id': 3843, 'md5': 'E844A70389F71DFB3D6292509F0D9111', 'sha1': '11298B4757B060AABC2C30760B5FE3868EF541DD', 'name': 'ChickenOfTheFarm.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'NesDev'}]",Chicken of the Farm,chkotfm
3549,"[{'id': 3844, 'md5': 'E64F4272B87D95234066505ED379E0AC', 'sha1': 'CF86E4102CA3F458D538C5551CCD34716F86A1D6', 'name': 'PlummetChallengeGame.nes', 'type': 4, 'region': 'U', 'version': 'Mapper 30', 'systemCode': 'NES', 'sourceDb': 'itch.io'}, {'id': 3845, 'md5': '649E26765C3DB69A7FF85A24651926BB', 'sha1': '6BFB6ACA38329FAEE0BAC77E537CFF78195D871E', 'name': 'PCGmapper2.nes', 'type': 4, 'region': 'U', 'version': 'Mapper 2', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Plummet Challenge Game,plmchlgme
3557,"[{'id': 3861, 'md5': '62FB8ADDCD494EFCC3096DDA6E1F71FD', 'sha1': '6EC09B9B51320A536A786D3D4719432B714C5779', 'name': 'sprilo.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Sprilo,splo
3577,"[{'id': 3885, 'md5': '1B1A9A64D75BB5981353EFB4511C6266', 'sha1': 'FAE9B1371A6FAA9D47A1EA22CE3E2D2D91477B9A', 'name': 'SMB2fast.nes', 'type': 2, 'region': 'U', 'version': '2023-05-07', 'systemCode': 'NES', 'sourceDb': None}]",Superfast Mario Bros. 2,smb2fast
3594,"[{'id': 3918, 'md5': 'B45D2FB6F49CAAF7192D4DF5EDD8B59F', 'sha1': '8CEF412E94CB5AE5B161CEB6F3223DC26171B4F2', 'name': 'YouAreInsignificant.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",You are insignificant,yurinsig
3595,"[{'id': 3920, 'md5': 'DE38D18A05B39B4E1E15CBFEBF47235D', 'sha1': '57919B685B55EE3ED3AD98FB1D25626B98BE7D39', 'name': ""Ivan 'Ironman' Stewart's Super Off Road (USA).nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]","Ivan ""Ironman"" Stewart's Super Off Road",iissor
3602,"[{'id': 3934, 'md5': '97DDCD6E042D58F30F9C46DBEE6E3D42', 'sha1': '088791197D86758599D5AAF634DF1AC265E64C6D', 'name': 'Chip__39_n_Dale_Tale_Spin_Levels_beta_v_1_6.nes', 'type': 2, 'region': 'U', 'version': '1.6', 'systemCode': 'NES', 'sourceDb': None}]",Chip 'n Dale: Tale Spin Levels,cndtsl
3619,"[{'id': 3960, 'md5': 'A4631B39F4AAA587F8DEF556CF60C134', 'sha1': '64CBD2AE97DFDF827F46BB75E97BE43D86065E0C', 'name': 'Flipull - An Exciting Cube Game (Japan) (En).nes', 'type': 1, 'region': 'J', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Flipull: An Exciting Cube Game,faecgnes
3620,"[{'id': 3961, 'md5': None, 'sha1': None, 'name': 'Micro Machines', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 5497, 'md5': 'a445dc768c74834a163cfdddf2be6890', 'sha1': 'c8027702179cfeaed2c538d4eb5672e12a99f1ef', 'name': 'Micro Machines (USA) (Unl).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Micro Machines,
3623,"[{'id': 3964, 'md5': '46D7C00DADBB678116BC45D5895A3C9F', 'sha1': '6FF9EE68BDFE8AC4305F8F0D8DF4A420768E3180', 'name': 'rockman2claw.nes', 'type': 2, 'region': 'J', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}, {'id': 3965, 'md5': '306CB1DDA2D7251DBD5D9F193355CC3F', 'sha1': '9F2ADFE7E4D4D20E5B3950DF96600D5690D4AD5D', 'name': 'rockman2claw WildVersion.nes', 'type': 2, 'region': 'J', 'version': 'Wild Version', 'systemCode': 'NES', 'sourceDb': None}]",Rockman 2 Claw,rm2c
3624,"[{'id': 3966, 'md5': '3C5C14492BB49039F71E637882B49A67', 'sha1': '8D95F1C11CBBC1390AD9D7769F7FBD0C6077984E', 'name': 'Rockman2YC(YenderCode)_v102.nes', 'type': 2, 'region': 'J', 'version': '1.02', 'systemCode': 'NES', 'sourceDb': None}]",Rockman 2: Yendor Code,r2yc
3627,"[{'id': 3968, 'md5': 'F097F10E516241655F12851B8D7A2FE2', 'sha1': 'DC49E55C02CAEC3C38C092E761A2D82DB022F22D', 'name': 'SuperMitchBros2.0.nes', 'type': 2, 'region': 'U', 'version': '2.0', 'systemCode': 'NES', 'sourceDb': None}]",Super Mitch Bros. 3,smitchb3
3628,"[{'id': 3969, 'md5': '4A9B2FCA76FA5B0C7A2307E354056FCE', 'sha1': 'D7E45B3FA71A3C1E2F0C6BF7681DCCAB71CFEF40', 'name': 'Abbaye des morts.nes', 'type': 4, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",L'Abbaye des Morts,ladmnes
3632,"[{'id': 3976, 'md5': 'EDA5594A0D53C65BBE61CA467BAC9391', 'sha1': '846A4E20E7779CB427B088F13E1CAB29811ED4F2', 'name': 'wordle.nes', 'type': 4, 'region': 'U', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Wordle,wdlnes
3637,"[{'id': 3982, 'md5': 'FC4FFFEFB2286821F91B36001F190963', 'sha1': 'F50AE4EBCB439F9285AB489698F83085C97F4698', 'name': 'Rockman 3 Stalker Attack.nes', 'type': 2, 'region': 'J', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Rockman 3: Stalker Attack,rm3sa
3657,"[{'id': 4004, 'md5': '9366E35309230A418EF38CEFEC292C45', 'sha1': '6219AA62832DF265625E4FDD408C1DE157C6DDA0', 'name': 'rock_IM_normal.nes', 'type': 2, 'region': 'J', 'version': '1.1, Normal', 'systemCode': 'NES', 'sourceDb': None}]",Rockman: Install Metal,rm5im
3661,"[{'id': 4009, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Dam Busters,act52db
3662,"[{'id': 4011, 'md5': '680724E1A5BA56DDF5A8C6B5BD637141', 'sha1': 'BBE5CF2DFA0B5422776A530D6F1B617238A8569F', 'name': ""Nigel Mansell's World Championship Racing (USA).nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Nigel Mansell's World Championship Racing,nmwcr
3663,"[{'id': 4012, 'md5': '6C162EC393FF9EECF82D88E2E7812598', 'sha1': '316BBBC741011C9F1D165A45D3D9131701935A9E', 'name': 'Batman - The Junkyard Challenge 1_1.nes', 'type': 2, 'region': 'U', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}]",Batman: The Junkyard Challenge,bmtjc
3675,"[{'id': 4025, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Ooze,act52ooze
3689,"[{'id': 4038, 'md5': '97ddb647898b01065f395eb64c3d131f', 'sha1': '12531701e633d2196c9a15f944b101a8205248e4', 'name': 'Bomberman (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Bomberman,nes-bm
3705,"[{'id': 4055, 'md5': '89EC9A825D38D5E587138DB5AC1BB4DE', 'sha1': '2124C3A91E898F0906FA68F5F377928A741B4E62', 'name': 'CarpetShark.nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Carpet Shark,
3727,"[{'id': 4078, 'md5': '4E99B40D1DB33C220F6B536FCF068EC0', 'sha1': 'D1C93F0ECFBFBB428177AD4A9A20EB568DF5CEED', 'name': 'CandymanBMV_Demake_V0.12.nes', 'type': 4, 'region': 'U', 'version': '0.12', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Candyman: Be My Victim,
3733,"[{'id': 4084, 'md5': None, 'sha1': None, 'name': 'Simpsons, The - Bart vs the World', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Simpsons: Bart vs. the World,tsbvtw
3736,"[{'id': 4088, 'md5': '90DEBF0399ABF5D645216487539CFBBF', 'sha1': '8EC583858E95600C847503EDED09243893193884', 'name': 'Utsurun Desu - Kawauso Hawaii e Iku (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Utsurun Desu.: Kawauso Hawaii e Iku,udkhei
3737,"[{'id': 4091, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Non Human,a52nh
3740,"[{'id': 4095, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: G-Force Fighters,a52gff
3741,"[{'id': 4097, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Rocket Jockey,a52rj
3742,"[{'id': 4098, 'md5': '7BFA87E6CC4F92F3D99C57B44DABD737', 'sha1': '1F917262B2BD611A530574B63CC1D92EAE89A08F', 'name': 'Megankreuzstilette.nes', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Megankreuzstilette,mgkztle
3746,"[{'id': 4103, 'md5': None, 'sha1': None, 'name': 'The Crow', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Crow,
3747,"[{'id': 4104, 'md5': None, 'sha1': None, 'name': 'Galaxian', 'type': 0, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Galaxian,
3756,"[{'id': 4115, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Fuzz Power,a52fp
3765,"[{'id': 4124, 'md5': 'D9A2A9CD9F0349F005D531810CF9F78F', 'sha1': 'BEA16288467F5833502F06AB8F8737AD502E7570', 'name': 'Hot Seat Harry.nes', 'type': 4, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': 'scene.org'}]",Hot Seat Harry,hshnes
3767,"[{'id': 4127, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Sombreros,
3769,"[{'id': 4129, 'md5': 'd71edbe0e936dfd26534b6c3e03fbdfc', 'sha1': 'a3eaf3ec222c0df2034778d6faa3da216064ad07', 'name': 'Action 52 (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Action 52: Time Warp Tickers,twt
3781,"[{'id': 4148, 'md5': 'dd90481db810769f994574a4bb4a16bc', 'sha1': '5ab66fc635cef956637828922917585ced459e7f', 'name': 'The Dark Knight.nes', 'type': 2, 'region': 'U', 'version': '2.9.6', 'systemCode': 'NES', 'sourceDb': None}]",Batman: The Dark Knight,
3786,"[{'id': 4153, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Lollipops,a52llip
3787,"[{'id': 4154, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Mash Man,a52mm
3800,"[{'id': 4166, 'md5': 'b3061fb1ed31b7c1fe69d0f81e0db859', 'sha1': 'd5be7b587e58496da3e4c11ea18fee902b1b6596', 'name': 'Action 52 (USA) (Rev A) (Unl).nes', 'type': 5, 'region': 'U', 'version': 'Rev A', 'systemCode': 'NES', 'sourceDb': None}, {'id': 4483, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Robbie and the Robots,a52ratr
3850,"[{'id': 4242, 'md5': '2D6179D9BA584BE64F37271903CF8CBB', 'sha1': 'A942F478AC91B4288D7682E7FE15C3D60B82BFF3', 'name': 'P.O.W. - Prisoners of War (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",P.O.W.: Prisoners of War,pownes
3882,"[{'id': 4298, 'md5': 'b3061fb1ed31b7c1fe69d0f81e0db859', 'sha1': 'd5be7b587e58496da3e4c11ea18fee902b1b6596', 'name': 'Action 52 (USA) (Rev A) (Unl).nes', 'type': 5, 'region': 'U', 'version': 'Rev A', 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Bubblegum Rosie,a52bgr
3886,"[{'id': 4304, 'md5': '882EC5BC19778273FFD05F68E4F13BC7', 'sha1': '968FAFE8CA42A6FDA8A5DA49C3B4E778647BC17D', 'name': 'TDPunch14.nes', 'type': 2, 'region': 'U', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}]",Difficult? Punch-Out!!,difpchot
3888,"[{'id': 4307, 'md5': '045b421a51fcdd232fd433b0778ba6c7', 'sha1': '185ebfaa3dbece67c1c52774dfc4a5d1a07dabd9', 'name': 'RM2.nes', 'type': 2, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Rockman 2 Plus!,rm2p
3890,"[{'id': 4309, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Meong,a52mng
3920,"[{'id': 4341, 'md5': 'C2C508CAC5B83CC13D485673BD1A24BA', 'sha1': '5A73911FD25B3444C579A5D725025A8C79B59128', 'name': 'The Void.nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Void,
3926,"[{'id': 4349, 'md5': 'CA5C8C3E7D98947F85D25A71D7264C63', 'sha1': 'E2472CF182961F8FBC378AC41CED33E408A54C27', 'name': 'Heavy Barrel', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Heavy Barrel,
3933,"[{'id': 4360, 'md5': '69400267320b5e9e37aae0963c019eed', 'sha1': '83ab08b2d8d141c8848eacfc0f3abd0d7695c3ce', 'name': 'raddio.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Raddio: Rhythmic Arrows Descending Directional Input Obvious,Raddio
3944,"[{'id': 4379, 'md5': '7960ded91bfb74573366f26603d0261b', 'sha1': '841c96888bf36a431a5dce3913df564f5b5cb16a', 'name': 'Celeste Mario.nes', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Celeste Mario's Zap & Dash!,
3963,"[{'id': 4411, 'md5': 'f86a3ad9522f908996c1a9b9b0c51089', 'sha1': 'd4aad6280818a38b60b9eef997833c1fa0ffa462', 'name': 'Mafat Conspiracy, The (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Mafat Conspiracy,mafat-conspiracy
3968,"[{'id': 4419, 'md5': '0240c05847a7dbe19068779ad1512ee9', 'sha1': '7c97930e89975cc702534acc610ceb9c13b7d54e', 'name': 'Section-Z (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Section Z,sectionz
4009,"[{'id': 4473, 'md5': '445AB22868971CAFEBA06A1846687296', 'sha1': 'A097231902EF310B2BE0EDCD30DC9ED8F6689EFA', 'name': 'Super Lion King (Asia) (En) (v1.1) (Super Game) (Pirate).nes', 'type': 5, 'region': 'Other', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}]",Super Lion King,slionking
4017,"[{'id': 4489, 'md5': '7861218884DE08CE1BB2A94C3A5BDDD3', 'sha1': 'FEE54B029D7D164AB7B3C9B2A9D2F88E7AB6CDD5', 'name': 'Rockman5AS.nes', 'type': 2, 'region': 'J', 'version': '2.01', 'systemCode': 'NES', 'sourceDb': None}]",Rockman 5: Air Sliding,r5as
4030,"[{'id': 4504, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Fire Breathers,a52firbre
4051,"[{'id': 4524, 'md5': '975D4FE8693CD9941B65AA8DE7F6D5BD', 'sha1': '14A8B1D66C126698148972FFA962ABD73C24C561', 'name': 'Spacegulls-1.1.nes', 'type': 4, 'region': 'U', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Spacegulls,spgu
4067,"[{'id': 4545, 'md5': 'F3281443E97C11FEDE760D16A634AE10', 'sha1': '52AD888A353DE76CDA4765C81D04194729A2CB0A', 'name': 'Rohrleitung Gate Normal Quest.nes', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Rohrleitung Gate,rhltggte
4068,"[{'id': 4546, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Alfredo and the Fettucinni's,a52aatf
4069,"[{'id': 4547, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Jigsaw,a52js
4072,"[{'id': 4550, 'md5': 'C49F4748C41695BF74316C48ED952D43', 'sha1': '66B02F0F6D95FB236AEBC527F8D860D2DE35B723', 'name': 'Cadillac (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Cadillac,cdlc
4080,"[{'id': 4561, 'md5': 'ce0bcb4795765839141f3f3602bdc1c0', 'sha1': '0a3248ce625e8a8348f8b9dc979d384fab518d8a', 'name': '5-star.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",5-STAR,
4099,"[{'id': 4583, 'md5': 'b5f4f4e95ad16c50e3e8b7ff263c40a1', 'sha1': 'cd4e327ff823cc774b0e947cee0dce1bb0931d89', 'name': 'Rockman2GZ.nes', 'type': 2, 'region': 'J', 'version': '1.2', 'systemCode': 'NES', 'sourceDb': None}]",Rockman 2 - Gray Zone,
4100,"[{'id': 4584, 'md5': 'b255be85aef843774eb76eb0f2dc5c2d', 'sha1': '625d81f00f2411486f7ed2e4d160f58699b77845', 'name': 'stallar.nes', 'type': 4, 'region': 'U', 'version': 'post-jam bugfixes + sfx', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Stallar,
4101,"[{'id': 4585, 'md5': '038c71f7a9493ac48bbd1e3ae2900974', 'sha1': '092b97469c09db1a4bc57e2e058ff6ebe80282ea', 'name': 'rock paper scissors.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'Romhacking.net'}]",Rock Paper Scissors,
4103,"[{'id': 4589, 'md5': '869A99391125826D9D3A2FB72621FA0F', 'sha1': 'F1A40956C6CB6BF3A6F5FB126380976ECA6A9C8A', 'name': 'Super Pinball (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Super Pinball,supnbl
4107,"[{'id': 4594, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Critical Bypass,a52cb
4112,"[{'id': 4600, 'md5': 'AD00A277F50749DA912FAF37491801EF', 'sha1': '293D184EF8FE83B3DAC59F3B9545F93434BA2373', 'name': 'Feng Shen Bang (Asia) (Unl).nes', 'type': 1, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Feng Shen Bang,fsb
4119,"[{'id': 4606, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Boss,a52bss
4121,"[{'id': 4608, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Operation Full-Moon,a52ofm
4124,"[{'id': 4613, 'md5': 'C587EA61FA3895C53CD566F5179C07D9', 'sha1': '259DD78543737036E7E41880CDC447435F66046B', 'name': 'SWAT - Special Weapons and Tactics (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",SWAT: Special Weapons and Tactics,
4125,"[{'id': 4614, 'md5': 'C31DE1832309F01BD497D0AAD8D0BEEB', 'sha1': '3E16BAA271D6885758135F019492F3A2E658722F', 'name': 'Action 52 (USA) (Unl).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Star Evil,a52stevnes
4128,"[{'id': 4617, 'md5': '3411110c4c3e02c37bdf35890062bf3d', 'sha1': '3b5a6209b6b206cf464b2037e8d8b99dae1d9948', 'name': 'SMB3fast.nes', 'type': 2, 'region': 'U', 'version': '2.0', 'systemCode': 'NES', 'sourceDb': None}]",Superfast Mario Bros. 3,sfmb3
4130,"[{'id': 4620, 'md5': 'F3D91610255D2BE69AF84AE791D3A407', 'sha1': '31EAA6233182D03207DDE03B92D6DE255B7DE988', 'name': 'Kaettekita! Gunjin Shougi - Nanya Sore! (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Kaettekita! Gunjin Shougi: Nanya Sore!?,kgsns
4132,"[{'id': 4622, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Manchester Beat,a52manbeat
4133,"[{'id': 4624, 'md5': 'FE1FA7A4AE98048430D32FB7FE418CF9', 'sha1': 'F77FF34C936F5A678C33F00C29666BA267630326', 'name': 'Don Doko Don 2 (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Don Doko Don 2,ddd2
4138,"[{'id': 4631, 'md5': '36B523AE580EC8372F42742E0AB9E09B', 'sha1': '300512770CFB2D3E41EB4CBB823CC415EBE189AA', 'name': 'Curse of the Shadow Prototype.NES', 'type': 6, 'region': 'U', 'version': 'Prototype', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Curse of the Shadow,cuofthshd
4140,"[{'id': 4633, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Atmos Quake,a52atqu
4142,"[{'id': 4635, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Space Dreams,a52spdrm
4143,"[{'id': 4636, 'md5': 'C31DE1832309F01BD497D0AAD8D0BEEB', 'sha1': '3E16BAA271D6885758135F019492F3A2E658722F', 'name': 'Action 52 (USA) (Unl).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Thrusters,a52thrs
4151,"[{'id': 4645, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (USA) (Unl).nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Action 52: Lazer League,a52lzlg
4157,"[{'id': 4660, 'md5': '111179878dfe348610d5515fba2d5371', 'sha1': '3dadaea8e1097cff5e5fc1c0865764abbf0a43db', 'name': 'Kouryuu Densetsu Villgust Gaiden (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Kouryuu Densetsu Villgust Gaiden,
4180,"[{'id': 4687, 'md5': '35BE4304ED87BF74A09F56245F39D4BD', 'sha1': 'C2A2240377A3575695C0D4037BB0E4923BD6B26B', 'name': 'hyperbeatz_v1.2.1.nes', 'type': 4, 'region': 'U', 'version': '1.2.1', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Hyperbeatz,hprbtz
